title,overview,genres,poster_path
The Apple Dumpling Gang Rides Again,"Amos and Theodore, the two bumbling outlaw wannabes from The Apple Dumpling Gang, are back and trying to make it on their own. This time, the crazy duo gets involved in an army supply theft case -- and, of course, gets in lots of comic trouble along the way!",['Family'],/pJwCIju0MVjDMlsgx6RWXpe7ks9.jpg
"Bon Voyage, Charlie Brown (and Don't Come Back!)","Charlie Brown, Linus, Peppermint Patty and Marcie travel to France as foreign exchange students. Also along is Snoopy and Woodstock. While everyone is excited about the opportunity to travel to a foreign country, Charlie is disturbed by a letter he receives from a mysterious girl from France who invites him as a her guest only to find that he does not seem welcomed to her Chateau.",['Family'],/eds4cxarUjHn7OdDd26SauphUnR.jpg
The Little Fox,A tale about a little fox Vuk from the novel of the famous Hungarian writer István Fekete.,['Family'],/sgZFOXE0Chi4NcfsmxZ3E6fjAOF.jpg
The Secret of the Third Planet,"At the end of the 22nd century Alisa Seleznyova, her father Professor Seleznyov and pilot Zelyony go on a space expedition to find rare animals for Moscow Zoo. On the way they seem to encounter a mysterious conspiracy led by Doctor Verhovtsev against legendary Two Captains Kim and Buran. The only clue is a talking bird Сhatterer [Govorun] that our heroes accidentally took possession of.",['Family'],/c34bVzr6akMEJ7j2yrzRfgPJlVO.jpg
Os Saltimbancos Trapalhões,"Humble officials, friends Didi, Dedé, Mussum and Zacarias become the great attraction of the circus Bartolo, thanks to its incredible ability to make the public laugh. But success has a price: the opposition of the magician Assis Satan and the greed of the Baron, the owner of the circus. Together, the four friends will have to fight them.",['Family'],/bJdSknYRayF1YMHJM0sSwyR828e.jpg
The Great Muppet Caper,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",['Family'],/otcJx3KsIDR1sBOz1gryCy8joP.jpg
Once Upon a Time there Lived a Dog,"The day comes when an old watchdog becomes useless but the masters being kind don't decide to drive him away. However they turn exasperated when the Dog stays indifferent during a home theft. The Dog leaves for the forest, where he meets the Wolf, his old enemy.",['Family'],/7YbdqmDM9h2VmkelGYDKLYbuC5y.jpg
El Chanfle 2,"is the continuation of the Mexican film El Chanfle (1979) Chespirito, which aired in theaters in 1982. At that time the cast of the neighborhood (with some absences: the Carlos Villagran, who decided not to continue working with Roberto Gomez Bolaños by a personal decision, he left in 1979. Ramon Valdez next year decides to accompany him, also leaving to work with Chespirito. returned with him in 1981, but a health problem that was detected in the early 80's, was prevented from participating in this film), it left room for the story of a lowly stagehand football team that achieves his dream beside his wife Tere, of having a child. In this film, the situation is a little different.",['Family'],/a1DIJWaUbC7mr5BT8ka9FEaWFjP.jpg
The Dark Crystal,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",['Family'],/6g1Kh73qQRosyhRJpL3euQpMxOE.jpg
The Man from Snowy River,Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the lowlands to earn enough money to get the farm back on its feet.,['Family'],/1alAfoJf7Pjn0QuwzO9wY7SLQCt.jpg
Mickey's Christmas Carol,"Ebenezer Scrooge is far too greedy to understand that Christmas is a time for kindness and generosity. But with the guidance of some new found friends, Scrooge learns to embrace the spirit of the season. A retelling of the classic Dickens tale with Disney's classic characters.",['Family'],/6QH10DqZ0feBW2phvrtoLqT1s0k.jpg
Last Year's Snow Was Falling,Funny adventures of the clumsy fellow whom his wife dispatched to the forest to bring home a New Year tree...,['Family'],/yzf6Q3sZNRjf22ex7JcjH67WAPs.jpg
Winnie the Pooh and a Day for Eeyore,"Winnie the Pooh and friends decide to throw a birthday celebration for gloomy, old Eeyore.",['Family'],/tvfogh10Seq7o7R9w0P6JjjeCYF.jpg
Daffy Duck's Movie: Fantastic Island,"Daffy Duck and Speedy Gonzales find a treasure map that leads them to a wishing well, which for a penny will grant any wish (through old cartoon footage). Daffy sets up a resort around the well and various Looney Tunes characters have their dreams come true. Meanwhile, Yosemite Sam and the Tasmanian Devil hunt for the varmints who stole their treasure map!",['Family'],/4VG5EwIFjYTybYII3fMilhGitUs.jpg
Max Dugan Returns,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.,['Family'],/wYOmBIJwliiu43CwWqx79f8Zp8Z.jpg
Guest from the Future,"6-grader Kolya Gerasimov discovers a time machine in a basement of an old house in Moscow and gets transferred into the 21st century. There he is allowed to look around. Accidentally, Kolya witnesses two space pirates who arrive from Saturn and later try to steal a device called a ""Mielophone"" (which can read thoughts) from Alisa Seleznyova - a girl that performs experiments with this device and animals. Kolya manages to save the device from the pirates and brings it back to the 20th century. But both pirates and Alisa get there too. Alisa knows where Kolya studies but doesn't know what he looks like. Pirates saw Kolya, but don't know anything about him. Written by Boris Shafir",['Family'],/ahjecMDcBkcxxaKqsH66sJwapAC.jpg
Cloak & Dagger,"Davey Osborne is an average 11-year-old boy with an overactive imagination. He spends his days playing video games and pretending to be a spy with his imaginary father-figure, Jack Flack - a substitute for his real father, who is struggling with the recent death of Davey's mother. However, fantasy becomes reality for Davey after he witnesses the murder of an FBI agent, who in his dying breath, gives Davey a mysterious video game cartridge called Cloak & Dagger, which in actuality contains top-secret government information. With the help of his younger friend Kim, the tech savvy Morris, and even a little help from his fictional secret agent mentor, Davey must stay one step ahead of pursuers as he tries to survive a real-life game of espionage in the streets of San Antonio, Texas.",['Family'],/b7jSCsjZccAwj4nrGXj8XPRAcAc.jpg
Anne of Green Gables,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley.",['Family'],/z1owlDzKO3DQpFKNFBnuQlPF891.jpg
The Journey of Natty Gann,"America is in the depths of the Great Depression. Families drift apart when faraway jobs beckon. A courageous young girl confronts overwhelming odds when she embarks on a cross-country search for her father. During her odyssey, she forms a close bond with two diverse traveling companions: a magnificent, protective wolf, and a hardened drifter.",['Family'],/kSAkhxgzSrdjiJzo9gXoqnY1d7R.jpg
He-Man and She-Ra: A Christmas Special,"In this special Christmas episode of the He-Man and She-Ra cartoons, their sidekick Orko accidentally gets beamed to Earth during a test of a new spy satellite. Orko manages to get back Planet Eternia, but brings along two Earth children, Alisha and Manuel, with him. Since it's Christmastime on Earth, the kids are naturally filled with the holiday spirit, but this overflowing goodwill attracts the unwelcome attention of the Horde Prime and Skeletor. Will the combined power of He-Man, She-Ra and the spirit of Christmas be enough to stop them?",['Family'],/ocpYH0zbi7sISxsoUfCYZqcPwfA.jpg
Follow That Bird,"Big Bird is sent to live far from Sesame Street by a pesky social worker, who thinks it would be better for him to live with other birds. Unhappy, Big Bird runs away from his foster home, prompting the rest of the Sesame Street gang to go on a cross-country journey to find him.",['Family'],/kkhgC0IDWtmPYX6FxMrVGx7jJnn.jpg
Explorers,"Middle schooler Ben spends his free time watching sci-fi films, playing video games and reading comic books. Surprisingly, his affinity for all things fantastical yields a real result – when he has a vivid dream about technology, his prodigy best friend Wolfgang manages to create a working spacecraft. Joined by their buddy Darren, the boys take off into outer space and encounter some very odd extraterrestrial life.",['Family'],/oFJosj5ECYjf1jkvpTEjGNzPx2x.jpg
Starchaser: The Legend of Orin,"Set on the subterranean Mine-World, a band of human worker are treated like slaves under the power of the evil overlord Zygon until one, Orin, unearths the hilt of a mythical sword that only he can master. Escaping the planet, he runs into the rogue smuggler Dagg and a pair of helpful droids and the princess, who all team up to return to the Mine-World with a plan to defeat Zygon and free Orin's enslaved people.",['Family'],/zC5OU1G1eeIN1xTnXPWibolYrf6.jpg
The Care Bears Movie,The Care Bears team up with a troubled brother and sister who just moved to a new town to help a neglected young magician's apprentice whose evil spell book causes sinister things to happen.,['Family'],/qD1MAGhRfVgWS0UbLhZuM6F7zmr.jpg
Hoosiers,"Failed college coach Norman Dale gets a chance at redemption when he is hired to coach a high school basketball team in a tiny Indiana town. After a teacher persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter, a notorious alcoholic.",['Family'],/dHpjZQXEdoi1xNLubM1rPmTHJYz.jpg
Rad,"A BMX racer, who lives in a small town with his mother and sister, is faced with a tough decision, qualify for Helltrack or take his SATs in order to attend college.",['Family'],/yg7TR7U4f2xRrVrM0IyDUGuFSHa.jpg
The Adventures of Milo and Otis,"When Milo the cat and Otis the dog are separated, they each set off on an adventurous and often perilous quest across mountains, plains, and snow-covered lands to reunite with one another.",['Family'],/imHIqEfWRZuJ2vLow0UJ9aqjyEO.jpg
My Little Pony: The Movie,"The first day of Spring is on its way and the Little Ponies are preparing for it with a big festival. But all the fun may come to an end if the witch Hydia has her way! Can the Ponies defeat Hydia and her evil daughters, Reeka and Draggle? More importantly, can they save Ponyland from the witches’ concoction, the strange purple goo called Smooze, that’s threatening to bury the whole town?",['Family'],/rB0nNtMedX30xiymlGxArmh2BQL.jpg
The Boy Who Could Fly,"Milly and Louis, and their recently-widowed mom, Charlene, move to a new neighborhood. Once there, they all deal with a variety of personal problems, but Milly finds a friend in Eric, her autistic next door neighbor. Eric has a fascination with flight, and as the story progresses, he exerts an enthralling force of change on all those around him.",['Family'],/eYOc7glRhPhyTDKZ05FuT1IdVzj.jpg
Anne of Green Gables: The Sequel,"Anne Shirley, now a schoolteacher, has begun writing stories and collecting rejection slips. She acts as Diana's maid of honor, develops a relationship with Gilbert Blythe, and finds herself at Kingsport Ladies' College. But while Anne enjoys the battles and the friends she makes, she finds herself returning to Avonlea.",['Family'],/2n8qhm9SQph1s7njjO1kq3c6Imk.jpg
Where Is The Friend's House?,"An 8 year old boy must return his friend's notebook he took by mistake, lest his friend be punished by expulsion from school.",['Family'],/aU9WdjwfKTiBsiIh9Vgjr4onhnD.jpg
A Muppet Family Christmas,"Fozzie Bear surprises his mother on Christmas Eve by bringing the entire Muppet gang to her farm to celebrate the holidays. Doc and his dog Sprocket, who had planned a quiet Christmas, end up joining the Muppets in their holiday activities and preparations. The Sesame Street and Fraggle Rock regulars join the festivities, but to Kermit's dismay, the only one missing is Miss Piggy, who has been caught in a snowstorm.",['Family'],/f31HlNI9e2y9tSvUPcvXZLptr1l.jpg
Hope and Glory,A middle-aged man recalls his childhood growing up in and around London during World War II.,['Family'],/4xE9oW222uiaJwMWqAdGQw4puOX.jpg
Benji the Hunted,"Benji has become stranded on a remote island after a boating accident. He finds himself struggling to survive in the wilderness, avoiding close encounters with a wolf, a bear, and a territorial female cougar with her cub.",['Family'],/g4mlRGzUKCXfRDUJqSRPY0mKPMC.jpg
Scooby-Doo! and the Reluctant Werewolf,"Shaggy is turned into a werewolf, and it's up to Scooby, Scrappy and Shaggy's girlfriend to help him win a race against other monsters, and become human again.",['Family'],/cXUQuHnNBxFSZAmYfogMfrcvMk7.jpg
Oliver & Company,"A young cat named Oliver is left alone in a kitten box, while all the other young cats have new owners. A big dog named Dodger shows him how to get food and later Oliver lives with him, his owner Fagin and Fagin's other dogs Tito, Rita, Einstein, and Francis. Fagin has one problem besides being broke he owes a nasty man named Sykes a lot of money. If he can't pay it back he's in big trouble. While Oliver runs into a little girl named Jenny who becomes his new owner which he is happy with and later Sykes sees Jenny as the key for him to get his money.",['Family'],/x8XqdiZ0Oxu5iXF9SiFub9Lae8J.jpg
Short Circuit 2,"Robot Johnny 5 moves to the city to help his friend Ben Jahrvi with his toy manufacturing enterprise, only to be manipulated by criminals who want to use him for their own nefarious purposes.",['Family'],/648hPsOYVZCI44e4jZgvMUfBtTY.jpg
Kiki's Delivery Service,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",['Family'],/Aufa4YdZIv4AXpR9rznwVA5SEfd.jpg
Knick Knack,"Life on a shelf as a snowman trapped in a snow-globe blizzard can become wearing, especially when you're surrounded by knickknacks from sunnier locales. When the jaded snowman finally breaks free of his glass house, his vacation plans are cut short.",['Family'],/ouk2QFv4NySNfitAgXqnTtO5vA1.jpg
A Grand Day Out,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.  Preserved by the Academy Film Archive.",['Family'],/h5e3r12VwfUotN36fBr1DNeCD4n.jpg
The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",['Family'],/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg
Roller Coaster Rabbit,Roger Rabbit struggles to keep wandering Baby Herman safe in an amusement park where the usual havoc ensues.,['Family'],/yaRAT2oqHBvqn41NhnDyyTDTSoB.jpg
The Rescuers Down Under,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",['Family'],/5q9qyKzaG3U1DefCetXYhAyTi2b.jpg
Shipwrecked,A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,['Family'],/b1taxayvlKB6Qiera4O6gM8SocT.jpg
Wild Hearts Can't Be Broken,"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.",['Family'],/kY7KaiN3vh4g49Pn3ShM2ATnFVw.jpg
The Man in the Moon,"Maureen Trant and her younger sibling Dani share a strong connection, but local boy Court Foster threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",['Family'],/57r0TXlqV5GIn4h0Htgh81OZou9.jpg
The Secret of the Unicorn,"Tintin buys an old model ship at a flea market as a gift for Captain Haddock, who tells him about the exploits of a famous ancestor related to it. Then, Tintin learns that it is not an ordinary model ship.",['Family'],/26cki3EAj2RVKNjaoSu4UjdhDiI.jpg
Doraemon: Nobita's Dorabian Nights,"With Doraemon's ""Storybook Shoes"" gadget, he and Nobita go to different stories to watch them. Nobita asks Doraemon to allow him to share this gadget with Shizuka and Doraemon agrees.",['Family'],/yMrO4LcdoSI1PLd9oKLuY5W8cDG.jpg
Red Rackham's Treasure,Tintin and Captain Haddock search for Red Rackham's treasure with the help of an eccentric but lovable professor.,['Family'],/pEzvGsy7oHfJ7ZojSSqBCRUNQEi.jpg
Curly Sue,"Bill is a penniless drifter who scams strangers out of just enough money to feed himself and his partner in crime, an orphan girl known as Curly Sue. Bill and Curly Sue target Grey, a yuppie lawyer, but their con takes an unexpected turn when the successful woman begins to like the ramshackle duo. But there's one problem—Grey's jealous, conniving boyfriend, Walker.",['Family'],/cndkzlP5frVWxng5HLd4JvA2g2y.jpg
The Cave of the Golden Rose,"After a queen's tragic death, the king abandons his newborn daughter in a cave, but a witch saves her. Years later, the tomboy princess must confront and ultimately falls in love with the enemy king.",['Family'],/ges2OZpsNCrW72YtcdXJNKUakjx.jpg
Don't Tell Mom the Babysitter's Dead,"Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",['Family'],/wIYhjykSq0yumZWBisKlAa83bUe.jpg
Porco Rosso,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",['Family'],/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg
A River Runs Through It,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going.",['Family'],/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg
Tiny Toon Adventures: How I Spent My Vacation,"Term-time ends at Acme Looniversity and the Tiny Toon characters look forward to a summer filled with fun. Buster and Babs Bunny turn a water fight into a white-water rafting trip through the dangerous Deep South; Plucky Duck and Hamton Pig share the most impossibly awful car journey imaginable on the way to HappyWorldLand; Fifi's blind date becomes a ""skunknophobic"" nightmare; and a safari park is turned upside-down by Elmyra's search for ""cute little kitties to hug and squeeze"".",['Family'],/83LA6ypvAIhV9bOqd2QAZZ9aHaP.jpg
To Grandmother's House We Go,"When the twins feel like their mom is tired of them, they take off on an exciting adventure to grandmother's house and encounter a pair of villains along the way.",['Family'],/muzQuNYEQfZEPIN7G5shtKKT3fP.jpg
The Cave of the Golden Rose 2,"Fantaghiro and Romualdo are preparing their marriage when the Black Queen disgusted by their deep love captures Fantaghiro's father. Romualdo and his soldiers go on their journey to free him. But the insidious Black Queen transforms herself into Fantaghiro, makes Romualdo her slave by kissing him and captures the rest of his army. Fantaghiro follows Romualdo although she promised him to stay home, finds the camp deserted and enters the near castle of the Black Queen. When she asks for a duel to free her people she is very surprised to face Romualdo who has forgot her completely due to the magic of the Black Queen.",['Family'],/9eNx0yBUOgKJmTvXmAkaMRNBWa2.jpg
The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",['Family'],/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
The Sandlot,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.",['Family'],/7PYqz0viEuW8qTvuGinUMjDWMnj.jpg
Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",['Family'],/shHrSmXS5140o6sQzgzXxn3KqSm.jpg
The Thief and the Cobbler,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be... nameless.",['Family'],/3OKtFuTxahr7hokPB9aO38qgOfc.jpg
Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",['Family'],/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg
Homeward Bound: The Incredible Journey,"Before the Seavers leave for a family vacation to San Francisco, they drop off their pets -- Chance, an adventurous American bulldog; Shadow, a wise golden retriever; and Sassy, a cautious cat -- at a friend's ranch. But when the animals start to worry that they've been left for good, the three embark together on a treacherous and thrilling journey to find their way back home through the California wilderness.",['Family'],/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg
Once Upon a Forest,"A young mouse, mole and hedgehog risk their lives to find a cure for their badger friend, who's been poisoned by men.",['Family'],/aGmed955Bv1ok2YBjjhAA71b7OF.jpg
Sune's Summer,"It's summer and Sune Andersson's family is planning a holiday in Greece. Sune's father, Rudolf is sulking because then he won't be able to go on his beloved fishing trip. But after seeing how much the Greek trip is going to cost, he comes up with a great idea: Let's go on a camping trip instead. A lot is happens during this trip and after a while Rudolf discovers that the camping trip might not be as cheat as he thought.",['Family'],/54gPbrAGeyLDKLkAu8fIdBU9geI.jpg
Last Action Hero,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",['Family'],/vkhEaWAv5j3qgrOGp3BgMeiYPKj.jpg
The Cave of the Golden Rose 3,"The powerful evil wizard Tarabas gets knowledge about a prophecy that a king's child will defeat him. So he sends out his army of dead soldiers to kidnap all royal children. When the soldiers attack Fantaghiro's castle to steal the babies of her sisters, the battle seems to be lost until she discovers the secret to defeat the solders but by doing that she loses Romualdo. Now Fantaghiro must find the evil wizard Tarabas and convince him to break the spell and bring back Romualdo.",['Family'],/3xRkLoMRxCbL3AN17KUdjZ5heLD.jpg
Rookie of the Year,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",['Family'],/9If8XnhBdEbQ2Q0ggAQC92CptjU.jpg
Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",['Family'],/1WLTjNznfvr3bkHf4p9PR4ctBKK.jpg
We're Back! A Dinosaur's Story,"Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal, which makes them intelligent and non-violent. They agree to go to the ""Middle Future"" in order to grant the wishes of children in New York City. They are to meet Dr. Bleeb of the Museum of Natural History, but get sidetracked with their new children friends and run into the Captain's evil brother, Professor Screweyes.",['Family'],/iyFmhYlioe3PDZjSKWtcIhu5R02.jpg
La Chilindrina en apuros,,['Family'],/uzM8IypltgTvnVXVtigwjA4JRP0.jpg
War of the Buttons,War between two Irish youth gangs consists of removing and retrieving buttons from each other's clothing.,['Family'],/uqsNLBj1MKzq2uqvegAgoE0gG1M.jpg
The Dragon Ring,"The Dragon Ring is an italian film of two parts. It's about Desideria, the dragon king's daughter and Selvaggia, her adopted and magical sister. To get the dragon ring after the death of her father, Desideria needs to marry, but she can't find a husband, so Selvaggia sees her chance to get the ring with all its powers.",['Family'],/zXHXNOoFlLgXMOXBz7r8fCZCBXC.jpg
White Fang 2: Myth of the White Wolf,"A boy and his dog, White Fang, must try to save the noble Haida tribe from evil white men in turn-of-the-century Alaska.",['Family'],/lZbgwbGutOF9goEyxeHmyLBDZII.jpg
The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",['Family'],/tmpO3vk8WguFOE4UXESGdWwHQOX.jpg
Little Giants,"When Danny O'Shea's daughter is cut from the Peewee football team just for being a girl, he decides to form his own team, composed of other ragtag players who were also cut. Can his team really learn enough to beat the elite team, coached by his brother, a former pro player?",['Family'],/AkfXNOeKgJSOD08StGd0599auiZ.jpg
The Cave of the Golden Rose 4,"A black cloud travels across country, kills animals and plants and dries up the rivers. When the cloud reaches Fantaghiro's kingdom she meets Prince Parsel who follows the cloud to get his stolen castle back. After her castle vanishes, too, Fantaghiro joins Parsel on his journey to find her home, her people, her family and her love.",['Family'],/97MClGvx4qztBC3rXaygwwmLgUi.jpg
The Air Up There,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",['Family'],/lY1yhtg0DRaMTzclYCXo0sP1kAV.jpg
Lassie,"On their way to start a new life at a sheep farm in rural Virginia, the Turner family are halted by a wreck on the highway that has claimed the life of a truck driver. Spotting the trucker's now-abandoned collie on the side of the road, they take pity on the dog and adopt her. As the city family copes with the change to rural life, including a feud with a neighboring farm family who resent the city interlopers, the ever-loyal Lassie helps them adjust to their new surroundings.",['Family'],/5Tz2rzFivQKmMBz5T8Cj7M7CdnI.jpg
A Simple Twist of Fate,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",['Family'],/2Jorj80Y4EVEAPDRVVdDXKSVUTw.jpg
Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",['Family'],/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg
It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",['Family'],/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg
Gold Diggers: The Secret of Bear Mountain,"Two teen girls, one from the city, one from the country, try to find the hidden gold of Bear Mountain learning about friendship, loyalty and courage on the way.",['Family'],/6USWKkOjS40KY19Q0gPEelEiDhc.jpg
The Land Before Time III: The Time of the Great Giving,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",['Family'],/abcJUBDHi6hxibSgm2bxYK1wAZK.jpg
Doraemon: Nobita and the Galaxy Super-express,Doraemon went missing for 3 days. But it turns out later that he went to the 22nd century to buy a mystery galactic express train ticket whose destination is a secret until the passengers arrive there and see for themselves.,['Family'],/moqO24uCB0k6q4qPyAwb7O0xeWM.jpg
Space Jam,"With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordon to win a basketball game against a team of moronic aliens.",['Family'],/4RN5El3Pj2W4gpwgiAGLVfSJv2g.jpg
Sabrina the Teenage Witch,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch.",['Family'],/mpWf9g1B1PGhoatOBcC5r9RglEM.jpg
Muppet Treasure Island,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",['Family'],/8UL6EcZGO1ssD60azzOtUPjnOZI.jpg
Sonic the Hedgehog: The Movie,Sonic's arch nemesis Dr. Robotnik has been banished from the Land of Darkness by an evil Metal Robotnik. The devious doctor tells Sonic that the Robot Generator has been sabotaged and will blow Planet Freedom to kingdom come. But it's not until the President's beautiful daughter Sara turns on the charm that Sonic springs into action.,['Family'],/qHkpvJ7fjtxJNuDCyGZBHqYG05w.jpg
